Reading,ReadingFurigana,ReadingKana,Occurences,ReadingFrequency,PitchPositions,Definitions
しのぶ,しのぶ,しのぶ,33,38617,1,"clothing patterned using squirrel's foot fern,squirrel's foot fern (Davallia mariesii),Lepisorus thunbergianus (species of fern),color of clothing layers under one's overcoat (light green on blue),shinobu-wake (Edo-period women's hairstyle)"
でっかい,でっかい,でっかい,33,3318,2,"huge,big,gargantuan"
虎田,虎田,,33,172763,,"Torata,Torada"
５日,５[いつ]日[か],いつか,33,5263,0,"5th day of the month,five days"
Ｏ型,Ｏ[オー]型[がた],オーがた,33,29169,,"type O (blood, etc.)"
仕立て上げる,仕[し]立[た]て上[あ]げる,したてあげる,33,13040,5,"to make out to be,to set someone up (as),to prepare (e.g. someone for a role),to make (e.g. ""a man out of him""),to frame"
封じる,封[ふう]じる,ふうじる,33,4384,"0,3","to seal (e.g. a letter),to prevent (e.g. movement),to forbid,to block (e.g. speech),to seal off (e.g. a building)"
漆原,漆原,,33,55522,,"Urushibara,Shibuhara,Urushihara,Shitsuhata,Shichihara,Urubara,Uruhara"
堀井,堀井,,33,63209,,"Horii,Waruteru"
軽井沢,軽井沢,,33,28869,0,"Karuisawa,Karuizawa"
秋田谷,秋田谷,,33,181331,,"Akitaya,Akitatani,Akitadani"
いわゆる,いわゆる,いわゆる,33,2593,"3,2","what is called,what you call,what they call,so-called"
算段,算[さん]段[だん],さんだん,33,11295,"1,3","trying to think of a way (to do),devising means (to do),working out (how to do),contriving (to raise money),managing"
振り回す,振[ふ]り回[まわ]す,ふりまわす,33,2724,"4,3","to wield,to brandish,to flourish,to wave (about),to swing,to display (one's knowledge),to show off,to abuse (one's power),to manipulate someone"
斉川,斉川,,33,178570,,"Saikawa,Saikaha,Saigawa,Sagawa"
荘,荘[チャン],チャン,33,18745,1,counter for games of mahjong
春菜,春菜,,33,47847,,"Hanna,Haruna"
パック,パック,パック,33,8623,1,"pack,packet,carton,to pack,to package,to wrap,(cosmetic) face pack,face mask,facial mask,facial,package (tour, holiday, etc.)"
ヒロイン,ヒロイン,ヒロイン,33,6483,2,"heroine,female protagonist,heroine,heroic woman,brave woman"
つう,つう,つう,33,5042,1,"authority,expert,connoisseur,well-informed person,counter for messages, letters, notes, documents, etc.,understanding (esp. of male-female relations),tact,insight,supernatural powers,magical powers"
手入れ,手[て]入[い]れ,ていれ,33,5491,"3,1","care,looking after,repair,maintenance,tending,trimming,grooming,(police) raid,crackdown"
手相,手[て]相[そう],てそう,33,34238,2,"lines of the palm (in palm reading),appearance of the palm of the hand"
カッターナイフ,カッターナイフ,カッターナイフ,33,47610,5,"box cutter,utility knife"
わけじゃない,わけじゃない,わけじゃない,33,1355,,"it does not mean that ...,I don't mean that ...,it is not the case that"
８人,８[はち]人[にん],はちにん,33,11526,2,eight people
しょっちゅう,しょっちゅう,しょっちゅう,33,4417,1,"always,all the time,constantly,frequently,often"
シャンパン,シャンパン,シャンパン,33,13903,3,champagne
名刺,名[めい]刺[し],めいし,33,6532,0,business card
下見,下[した]見[み],したみ,33,12160,"2,0","siding (on a house),clapboard,weatherboard,preparatory read-through (e.g. of lesson notes),preliminary inspection,having a look in advance"
かくまう,かくまう,かくまう,33,10826,3,"to shelter (e.g. a fugitive),to harbour,to harbor,to hide,to give refuge to"
幹雄,幹雄,,33,103870,,"Tsuneo,Mikiosa,Mikio,Motoo"
家の人,家[いえ]の人[ひと],いえのひと,33,11418,,"one's family,family member"
ネクタイピン,ネクタイピン,ネクタイピン,33,68620,3,necktie pin
そうなん,そうなん,そうなん,33,2261,0,"(meeting with) disaster,(having an) accident,mishap,shipwreck,distress"
お帰り,お帰[かえ]り,おかえり,33,1806,0,"return,welcome home"
追っかける,追[お]っかける,おっかける,33,6825,4,"to chase,to run after,to pursue"
解体,解[かい]体[たい],かいたい,33,6984,0,"demolition,taking down,dismantling,disassembly,taking apart,dissolution (of an organization, company, etc.),breaking up,dissection (of a body),dismemberment"
願い,願[ねが]い,ねがい,33,1783,2,"desire,wish,hope,request,entreaty,plea,appeal,prayer,(written) application"
あげく,あげく,あげく,33,6612,0,"last line (of a renga),after (a long process),at the end of"
冠,冠[かんむり],かんむり,33,14908,1,"traditional cap worn by Shinto clergy and courtiers,crown,diadem,coronet,top kanji radical,first verse of a haikai, etc.,best,peerless,first,name,title,named sponsorship of a program, event, team, etc.,counter for titles"
響,響[ひびき],ひびき,33,15842,3,"echo,reverberation,sound (esp. the distinctive sound of an object or activity, e.g. rain, gun, gallop, drum),noise,quality of a sound (e.g. a fine phrase, clear voice, resonant bell),feeling of a sound,emotion or feeling inspired by something heard or read"
来月,来[らい]月[げつ],らいげつ,33,3923,1,next month
輔,輔[すけじろう],すけじろう,33,55516,,"Sukehiro,Sukemune,Sukejirō,Housuke,Raisuke,Sukeyuki"
藍子,藍[あい]子[ご],あいご,33,69713,0,"mottled spinefoot (Siganus fuscescens),dusky rabbitfish,sandy spinefoot"
ゲスト,ゲスト,ゲスト,33,7691,1,guest
平沼,平沼,,33,90885,0,"Hiramuma,Hisenuma,Hitenuma,Hiranuma"
お久しぶり,お久[ひさ]しぶり,おひさしぶり,33,2144,,"it's been a long time,long time no see"
コール,コール,コール,33,7289,1,"call loan (e.g. 30-day call),call money,call,shout,call,chant,(telephone) call,(telephone) ring"
きっちり,きっちり,きっちり,33,3201,3,"exactly,precisely,punctually,on the dot,closely,tightly,(fitting) perfectly,properly,without fail"
芯,芯[しん],しん,33,6177,1,"wick,marrow,staple (for stapler),(pencil) lead,stuffing,pith,core,heart,centre,center,pistil (of a flower),stamen"
申し訳ございません,申[もう]し訳[わけ]ございません,もうしわけございません,32,2906,,"I'm sorry,(it's) inexcusable,thank you very much (for help, etc.)"
冷やす,冷[ひ]やす,ひやす,32,3556,2,"to cool (from room temperature),to chill,to refrigerate,to calm down,to cool off,to regain one's composure,to relax,to be frightened (at),to be scared (of)"
押し込む,押[お]し込[こ]む,おしこむ,32,6967,3,"to break in,to burgle,to burglarize,to push into,to cram into,to stuff into,to crowd into"
これこれ,これこれ,これこれ,32,4706,2,"this and that,such and such"
におう,におう,におう,32,12245,2,"to be fragrant,to smell (good),to stink,to smell (bad),to glow,to be bright,to smack of,to show hints of"
本山,本[ほん]山[ざん],ほんざん,32,43852,1,"head temple,this temple"
奥田,奥田,,32,46431,0,"Okuda,Okuta,Onda"
首輪,首[くび]輪[わ],くびわ,32,10527,0,"(animal) collar,necklace,choker"
幸姫,幸姫,,32,174188,,"Sachihime,Yukihi"
何何,何[なに]何[なに],なになに,32,6582,"1,2,0","what,so-and-so,such and such,something (or other),what?,wait,hang on,well, well,let's see,no,oh (not at all),please,there, there"
修学旅行,修[しゅう]学[がく]旅[りょ]行[こう],しゅうがくりょこう,32,8549,5,"excursion,field trip,school trip"
ああああ,ああああ,ああああ,32,2031,,"aaah!,oooh!,oh no!,oh boy!"
はしご,はしご,はしご,32,21123,0,"ladder,stairs,going to several places in succession (e.g. barhopping)"
大金持ち,大[おお]金[がね]持[も]ち,おおがねもち,32,14106,"4,3","very rich person,the super rich"
そらす,そらす,そらす,32,4542,2,"to turn away (one's eyes, face, etc.),to avert,to divert (e.g. one's attention),to evade (e.g. a question),to change (e.g. the subject),to displease,to annoy,to offend,to upset,to miss (the target, ball, etc.)"
からむ,からむ,からむ,32,15380,2,"to twine,to get tangled,to get entangled,to get caught (in),to be involved (e.g. of money in a matter),to get involved (in),to be a factor (in),to have an influence,to pick a quarrel (with),to find fault (with),to pester,to hassle"
ボトル,ボトル,ボトル,32,10801,0,bottle
カッと,カッと,カッと,32,6106,"0,1","acting resolutely,flaring up,burning hotly,suddenly becoming bright,flying into a rage,losing one's cool,opening suddenly and widely (e.g. eyes, mouth)"
ラン,ラン,ラン,32,2884,1,run
つり上げる,つり上[あ]げる,つりあげる,32,22877,4,"to lift (with a crane, ropes, etc.),to raise,to hoist,to manipulate (a price) upward,to (artificially) raise,to push up,to inflate,to jack up"
記憶喪失,記[き]憶[おく]喪[そう]失[しつ],きおくそうしつ,32,12635,4,"loss of memory,amnesia"
化する,化[か]する,かする,32,2564,2,"to change (into),to turn (into),to transform (into),to become,to influence"
大穴,大[おお]穴[あな],おおあな,32,15028,0,"large hole,big deficit,heavy losses,long-shot win (in horse racing, etc.),big winnings (on a long shot),a killing (made from a bet)"
急用,急[きゅう]用[よう],きゅうよう,32,6809,0,urgent business
新井,新井,,32,37188,0,Niii
刺殺,刺[し]殺[さつ],しさつ,32,26927,0,"stabbing to death,putting out"
いいか,いいか,いいか,32,1845,,"you see,mind you,remember,listen!"
米原,米原,,32,83439,,"Yonebara,Yonewara,Komehara,Maibara,Maihara,Yonabaru,Yonehara"
坂,坂[さか],さか,32,6535,"2,1","slope,incline,hill,milestone,(age) mark"
缶コーヒー,缶[かん]コーヒー,かんコーヒー,32,23870,,canned coffee
アレルギー,アレルギー,アレルギー,32,12650,"2,3","allergy,aversion (to),strong distaste (for)"
アルバイト,アルバイト,アルバイト,32,5270,3,"part-time job,side job,part-time worker"
貸し別荘,貸[か]し別[べっ]荘[そう],かしべっそう,32,107369,3,"vacation rental (property),holiday rental home"
というと,というと,というと,32,6039,,"when it comes to ...,if one were to speak of ...,when one hears ...,by ... you mean ...,when you say ... you mean that ...,so that means,whenever ...,if it's ... then (without fail)"
ご心配なく,ご心[しん]配[ぱい]なく,ごしんぱいなく,32,5704,,"don't worry,no worries,never mind"
収穫,収[しゅう]穫[かく],しゅうかく,32,4759,0,"harvest,crop,ingathering,fruits (of one's labors),gain,result,returns,catch (fishing),bag (hunting),haul"
巻き取る,巻[ま]き取[と]る,まきとる,32,37621,3,"to wind (thread, film, etc.)"
米,米[こめ],こめ,32,5287,1,"(husked grains of) rice,staple (product, etc.),necessity,(online) comment"
静電気,静[せい]電[でん]気[き],せいでんき,32,27922,3,static electricity
ごっつい,ごっつい,ごっつい,32,19243,2,"large and rough,big and tough,rugged (hands, features, etc.),hard,sturdy,chunky,burly,unrefined,rustic,boorish,extreme,excessive,tremendous,terrible"
シュート,シュート,シュート,32,9573,1,"shuuto (type of pitch commonly used in Japan),shootball,shoot (of a tree or plant),shooting (a ball),shot (on basket, at goal, etc.)"
受話器,受[じゅ]話[わ]器[き],じゅわき,32,14623,2,(telephone) receiver
クローゼット,クローゼット,クローゼット,32,13163,2,closet
本間,本[ほん]間[ま],ほんま,32,45987,0,"truth,reality"
極めて,極[きわ]めて,きわめて,32,4323,2,"exceedingly,extremely,decisively"
現像,現[げん]像[ぞう],げんぞう,32,28169,0,"development (of film),photographic processing"
舞浜,舞浜,,32,80043,"0,1",Maihama
決め手,決[き]め手[て],きめて,32,10285,0,"decisive factor,clincher,key,trump card,winning move,decisive blow,conclusive evidence,decider,person who decides"
薄暗い,薄[うす]暗[ぐら]い,うすぐらい,32,7473,"0,4","dim,gloomy"
真中,真[ま]中[なか],まなか,32,43663,0,"middle,centre,center,midpoint,heart"
負け,負[ま]け,まけ,32,2017,0,"defeat,loss,losing (a game),failing to live up to (one's name, looks, etc.),discount,loss (on a sale)"
持ち帰る,持[も]ち帰[かえ]る,もちかえる,32,4435,"0,3","to take home,to carry home,to bring back home,to take out (e.g. food)"
ご一緒,ご一[いっ]緒[しょ],ごいっしょ,32,4971,,going together
サーン,サーン,サーン,32,3258,,"CERN,European Organization for Nuclear Research"
金具,金[かな]具[ぐ],かなぐ,32,23444,0,"metal fittings,metal fixtures"
群馬,群[ぐん]馬[ま],ぐんま,32,28873,1,Gunma (prefecture)
沙弥,沙[しゃ]弥[み],しゃみ,32,122334,1,male Buddhist novice
手遅れ,手[て]遅[おく]れ,ておくれ,32,4090,2,"being too late,losing one's final chance"
ノワール,ノワール,ノワール,32,45354,2,"black,dark,dark,shady,noir,suspicious,mysterious"
狼男,狼[おおかみ]男[おとこ],おおかみおとこ,32,42393,,(male) werewolf
ある人,ある人[ひと],あるひと,32,3261,1,"someone,a certain person"
月日,月[つき]日[ひ],つきひ,32,5161,0,"time,years,days,(one's) life,the Moon and the Sun"
電,電[いなずま],いなずま,32,11597,0,"lightning,flash of lightning,lightning bolt"
花びら,花[はな]びら,はなびら,32,9977,"3,0",petal
敏成,敏成,,32,175367,,"Toshinari,Toshishige"
アンテナ,アンテナ,アンテナ,32,13095,0,"antenna,thing or method used to collect information or opinions"
ラケット,ラケット,ラケット,32,26739,2,"racket,paddle (in table-tennis)"
吾,吾[われ],われ,32,30766,0,"I,me,oneself,you,prefix indicating familiarity or contempt"
放り込む,放[ほう]り込[こ]む,ほうりこむ,32,6294,4,"to throw into,to toss into"
きざ,きざ,きざ,32,16860,1,"affected,smug,pompous,conceited,snobby,pretentious"
豪華,豪[ごう]華[か],ごうか,32,4352,1,"extravagant,lavish,opulent,luxurious,magnificent,splendid,fancy,gorgeous"
福引き,福[ふく]引[び]き,ふくびき,32,33419,0,"lottery,tombola,drawing"
いろいろあって,いろいろあって,いろいろあって,32,5898,,"what with this and that,for a number of reasons"
寝込む,寝[ね]込[こ]む,ねこむ,32,8499,2,"to be confined to one's bed,to be laid up,to fall fast asleep"
重さ,重[おも]さ,おもさ,32,4016,0,weight
秋夫,秋夫,,32,126645,,"Akio,Tokio"
ことなく,ことなく,ことなく,32,2571,"2,3","without accident,uneventfully,without ..."
道場,道[どう]場[じょう],どうじょう,32,10370,"1,0","dojo,hall used for martial arts training,manda (place of Buddhist practice or meditation, esp. the place under the bodhi tree where Buddha attained enlightenment)"
義房,義房,,32,147726,,Yoshifusa
アップ,アップ,アップ,32,2753,1,"warm-up,finishing,completion,being over,being up (in points, games, etc.),being ahead,leading,upswept hairstyle,completion of filming,close-up,upload,posting online,rise,increase,raising,lifting,going up"
だっけ,だっけ,だっけ,32,1538,,"(I, we) used to ...,I remember ...,it was ...,was it?,I think it was ...,if I've got it right,if I'm not mistaken,remind me,tell me again"
こないだ,こないだ,こないだ,32,2235,"4,0","the other day,lately,recently"
無線,無[む]線[せん],むせん,31,7602,0,"radio (communication),wireless,not using wires"
ひっかく,ひっかく,ひっかく,31,17914,3,"to scratch,to claw"
設置,設[せっ]置[ち],せっち,31,4054,"0,1","establishment,institution,installation (of a machine or equipment)"
