"Reading","ReadingFurigana","ReadingKana","Occurences","ReadingFrequency","PitchPositions","Definitions"
"ご心配なく","ご心[しん]配[ぱい]なく","ごしんぱいなく","32","5704","","don't worry,no worries,never mind"
"収穫","収[しゅう]穫[かく]","しゅうかく","32","4759","0","harvest,crop,ingathering,fruits (of one's labors),gain,result,returns,catch (fishing),bag (hunting),haul"
"巻き取る","巻[ま]き取[と]る","まきとる","32","37621","3","to wind (thread, film, etc.)"
"米","米[こめ]","こめ","32","5287","1","(husked grains of) rice,staple (product, etc.),necessity,(online) comment"
"静電気","静[せい]電[でん]気[き]","せいでんき","32","27922","3","static electricity"
"縦","縦[たて]","たて","32","5765","2","the vertical,height,front-to-back,length,north-to-south,vertical (relationship),hierarchy,(weaving) warp"
"ごっつい","ごっつい","ごっつい","32","19243","2","large and rough,big and tough,rugged (hands, features, etc.),hard,sturdy,chunky,burly,unrefined,rustic,boorish,extreme,excessive,tremendous,terrible"
"シュート","シュート","シュート","32","9573","1","shuuto (type of pitch commonly used in Japan),shootball,shoot (of a tree or plant),shooting (a ball),shot (on basket, at goal, etc.)"
"受話器","受[じゅ]話[わ]器[き]","じゅわき","32","14623","2","(telephone) receiver"
"クローゼット","クローゼット","クローゼット","32","13163","2","closet"
"本間","本[ほん]間[ま]","ほんま","32","45987","0","truth,reality"
"極めて","極[きわ]めて","きわめて","32","4323","2","exceedingly,extremely,decisively"
"現像","現[げん]像[ぞう]","げんぞう","32","28169","0","development (of film),photographic processing"
"舞浜","舞浜","","32","80043","0,1","Maihama"
"決め手","決[き]め手[て]","きめて","32","10285","0","decisive factor,clincher,key,trump card,winning move,decisive blow,conclusive evidence,decider,person who decides"
"もしや","もしや","もしや","32","3545","1","perhaps,possibly,by some chance,by some possibility"
"学生","学[がく]生[せい]","がくせい","32","2092","0","student (esp. a university student)"
"高田","高田","","32","24527","0","Takayasu,Takada,Takata,Naoto,Tatsuta"
"薄暗い","薄[うす]暗[ぐら]い","うすぐらい","32","7473","0,4","dim,gloomy"
"真中","真[ま]中[なか]","まなか","32","43663","0","middle,centre,center,midpoint,heart"
"負け","負[ま]け","まけ","32","2017","0","defeat,loss,losing (a game),failing to live up to (one's name, looks, etc.),discount,loss (on a sale)"
"持ち帰る","持[も]ち帰[かえ]る","もちかえる","32","4435","0,3","to take home,to carry home,to bring back home,to take out (e.g. food)"
"ご一緒","ご一[いっ]緒[しょ]","ごいっしょ","32","4971","","going together"
"サーン","サーン","サーン","32","3258","","CERN,European Organization for Nuclear Research"
"金具","金[かな]具[ぐ]","かなぐ","32","23444","0","metal fittings,metal fixtures"
"群馬","群[ぐん]馬[ま]","ぐんま","32","28873","1","Gunma (prefecture)"
"沙弥","沙[しゃ]弥[み]","しゃみ","32","122334","1","male Buddhist novice"
"良い","良[よ]い","よい","32","950","1","good,excellent,fine,nice,pleasant,agreeable,sufficient,enough,ready,prepared,profitable (deal, business offer, etc.),beneficial,OK,all right,fine,no problem,easy to ..."
"本来","本[ほん]来[らい]","ほんらい","32","1516","1","originally,primarily,essentially,intrinsically,naturally,by nature,in (and of) itself,proper,rightful,legal,normal"
"手遅れ","手[て]遅[おく]れ","ておくれ","32","4090","2","being too late,losing one's final chance"
"ノワール","ノワール","ノワール","32","45354","2","black,dark,dark,shady,noir,suspicious,mysterious"
"苦しむ","苦[くる]しむ","くるしむ","32","1640","3","to suffer,to groan,to be worried"
"世","世[よ]","よ","32","1973","1,0","world,society,public,life,lifetime,age,era,period,epoch,generation,reign,rule,the times,world (of existence)"
"狼男","狼[おおかみ]男[おとこ]","おおかみおとこ","32","42393","","(male) werewolf"
"ある人","ある人[ひと]","あるひと","32","3261","1","someone,a certain person"
"月日","月[つき]日[ひ]","つきひ","32","5161","0","time,years,days,(one's) life,the Moon and the Sun"
"電","電[いなずま]","いなずま","32","11597","0","lightning,flash of lightning,lightning bolt"
"花びら","花[はな]びら","はなびら","32","9977","3,0","petal"
"敏成","敏成","","32","175367","","Toshinari,Toshishige"
"留守番","留[る]守[す]番[ばん]","るすばん","32","4965","0","caretaker,house-sitter,care-taking,house-sitting,house-watching,staying at home"
"アンテナ","アンテナ","アンテナ","32","13095","0","antenna,thing or method used to collect information or opinions"
"ラケット","ラケット","ラケット","32","26739","2","racket,paddle (in table-tennis)"
"配達","配[はい]達[たつ]","はいたつ","32","7998","0","delivery"
"業者","業[ぎょう]者[しゃ]","ぎょうしゃ","32","6336","1","trader,dealer,businessperson,company,vendor,supplier,manufacturer,maker,contractor,fellow trader,people in the same trade"
"吾","吾[われ]","われ","32","30766","0","I,me,oneself,you,prefix indicating familiarity or contempt"
"放り込む","放[ほう]り込[こ]む","ほうりこむ","32","6294","4","to throw into,to toss into"
"尻","尻[しり]","しり","32","4593","2","buttocks,behind,rump,bottom,hips,undersurface,bottom,last place,end,consequence"
"きざ","きざ","きざ","32","16860","1","affected,smug,pompous,conceited,snobby,pretentious"
"豪華","豪[ごう]華[か]","ごうか","32","4352","1","extravagant,lavish,opulent,luxurious,magnificent,splendid,fancy,gorgeous"
"福引き","福[ふく]引[び]き","ふくびき","32","33419","0","lottery,tombola,drawing"
"いろいろあって","いろいろあって","いろいろあって","32","5898","","what with this and that,for a number of reasons"
"寝込む","寝[ね]込[こ]む","ねこむ","32","8499","2","to be confined to one's bed,to be laid up,to fall fast asleep"
"二度と","二[に]度[ど]と","にどと","32","1843","2","never again"
"覚ます","覚[さ]ます","さます","32","2426","2","to dampen,to throw a damper on,to spoil,to sober up,to bring to one's senses,to disabuse (someone of),to awaken,to arouse from sleep"
"力","力[りょく]","りょく","32","1196","3","strength,power,proficiency,ability"
"重さ","重[おも]さ","おもさ","32","4016","0","weight"
"秋夫","秋夫","","32","126645","","Akio,Tokio"
"視界","視[し]界[かい]","しかい","32","3444","0","field of vision,visibility,view,visual field,(one's) ken"
"ことなく","ことなく","ことなく","32","2571","2,3","without accident,uneventfully,without ..."
"道場","道[どう]場[じょう]","どうじょう","32","10370","1,0","dojo,hall used for martial arts training,manda (place of Buddhist practice or meditation, esp. the place under the bodhi tree where Buddha attained enlightenment)"
"義房","義房","","32","147726","","Yoshifusa"
"アップ","アップ","アップ","32","2753","1","warm-up,finishing,completion,being over,being up (in points, games, etc.),being ahead,leading,upswept hairstyle,completion of filming,close-up,upload,posting online,rise,increase,raising,lifting,going up"
"だっけ","だっけ","だっけ","32","1538","","(I, we) used to ...,I remember ...,it was ...,was it?,I think it was ...,if I've got it right,if I'm not mistaken,remind me,tell me again"
"上手","上手[じょうず]","じょうず","32","1648","0,3","skillful,skilled,proficient,good (at),adept,clever,flattery"
"こないだ","こないだ","こないだ","32","2235","4,0","the other day,lately,recently"
"無線","無[む]線[せん]","むせん","31","7602","0","radio (communication),wireless,not using wires"
"ひっかく","ひっかく","ひっかく","31","17914","3","to scratch,to claw"
"設置","設[せっ]置[ち]","せっち","31","4054","0,1","establishment,institution,installation (of a machine or equipment)"
"金髪","金[きん]髪[ぱつ]","きんぱつ","31","6002","0","blond hair,blonde hair,golden hair"
"裸","裸[はだか]","はだか","31","3242","0","nakedness,nudity,bareness,nakedness,baldness,being uncovered,being penniless,concealing nothing,openness"
"瞳","瞳[ひとみ]","ひとみ","31","2527","0","pupil (of the eye),one's eyes"
"サボテン","サボテン","サボテン","31","28438","2","cactus"
"師","師[し]","し","31","4082","1","specialist,five-battalion brigade comprising 2500 men (Zhou dynasty Chinese army),religious leader,teacher,master,mentor"
"そりゃそうだ","そりゃそうだ","そりゃそうだ","31","3214","","that's true,of course,obviously"
"制服","制[せい]服[ふく]","せいふく","31","2406","0","uniform"
"問い合わせる","問[と]い合[あ]わせる","といあわせる","31","13119","5,0","to enquire,to inquire,to seek information"
"ピザ","ピザ","ピザ","31","8531","1","pizza,fat, ugly person"
"堂々","堂[どう]々[どう]","どうどう","31","2156","0,3","magnificent,grand,impressive,dignified,majestic,imposing,stately,fair,square,open,unashamed,brazen,grandly,boldly,confidently,fairly,squarely,unreservedly,brazenly"
"お皿","お皿[さら]","おさら","31","6526","","plate,dish"
"固い","固[かた]い","かたい","31","2671","0,2","hard,solid,tough,stiff,tight,wooden,unpolished (e.g. writing),strong,firm (not viscous or easily moved),safe,steady,honest,steadfast,obstinate,stubborn,bookish,formal,stuffy"
"ゆがむ","ゆがむ","ゆがむ","31","9524","0,2","to warp,to bend,to contort,to be perverted,to be warped (of a view, mind, etc.),to be distorted,to be cross-grained"
"ディレクター","ディレクター","ディレクター","31","19377","2,0","director"
"意地悪","意[い]地[じ]悪[わる]","いじわる","31","4022","3,2","malicious,ill-tempered,unkind,mean,nasty"
"お代わり","お代[か]わり","おかわり","31","6781","2","another helping,second helping,seconds,refill,other paw!"
"清掃","清[せい]掃[そう]","せいそう","31","8383","0","cleaning,clean-up,garbage collection,scavenging"
"鉢植え","鉢[はち]植[う]え","はちうえ","31","30468","0,4","potted plant,potting"
"信号","信[しん]号[ごう]","しんごう","31","4911","0","signal,signalling,signaling,traffic light,traffic signal"
"決行","決[けっ]行[こう]","けっこう","31","8310","0","doing (with resolve),carrying out (e.g. a plan)"
"丸い","丸[まる]い","まるい","31","3583","0,2","round,circular,spherical,curved,smooth,harmonious,calm,peaceful,amiable,amicable"
"アザ","アザ","アザ","31","16825","2","birthmark,nevus,bruise"
"化ける","化[ば]ける","ばける","31","6683","2","to take the form of (esp. in ref. to a spirit, fox, raccoon dog, etc.),to assume the shape of,to turn oneself into,to transform oneself into,to improve unexpectedly and dramatically (esp. of an actor, artist, rikishi, etc.),to change radically,to metamorphose,to disguise oneself as"
"幼児","幼[よう]児[じ]","ようじ","31","13839","1","young child,toddler,child over 1 but not yet of school age"
"奈緒子","奈緒子","","31","64020","","Naoko,Nawoko"
"下田","下[げ]田[でん]","げでん","31","41738","0","worn-out rice land"
"やつか","やつか","やつか","31","3916","1","arrow length,bundle of arrows"
"ガードレール","ガードレール","ガードレール","31","31881","4","guardrail"
"表面","表[ひょう]面[めん]","ひょうめん","31","4651","0","surface,face,outside,exterior,appearances,superficiality"
"お見舞い","お見[み]舞[ま]い","おみまい","31","4183","","calling on someone who is ill,enquiry,inquiry"
"タネ","タネ","タネ","31","13080","1","seed (e.g. of a plant),pip,kernel,stone (e.g. of a peach),progeny,offspring,issue,breed,paternal blood,lineage,sperm,semen,seed,cause,source,seed,origin,material (e.g. for an article),matter (e.g. of a story),subject (of discussion),theme,(news) copy,source (of a story),ingredient,main ingredient (of a piece of sushi),leaven,mechanism (of a magic trick, etc.),secret,trickery,10-point card,tane,animal card"
